filename,frame_id,chance,side,bool,value
instance_0017_135.png,135,True,right,True,-0.07024
instance_0017_136.png,136,True,right,True,-0.07258
instance_0017_137.png,137,True,right,True,-0.07027
instance_0017_138.png,138,True,right,True,-0.07578
instance_0017_139.png,139,True,right,True,-0.08804
instance_0017_140.png,140,True,right,True,-0.09133
instance_0017_141.png,141,True,right,True,-0.10414
instance_0017_142.png,142,True,right,True,-0.10825
instance_0017_143.png,143,True,right,True,-0.09935
instance_0017_144.png,144,True,right,True,-0.12876
instance_0017_145.png,145,True,right,True,-0.12043
instance_0017_146.png,146,True,right,True,-0.11616
instance_0017_147.png,147,True,right,True,-0.09858
instance_0017_148.png,148,True,right,True,-0.10053
instance_0017_149.png,149,True,right,True,-0.08564
instance_0017_150.png,150,True,right,True,-0.11552
instance_0017_151.png,151,True,right,True,-0.10323
instance_0017_152.png,152,True,right,True,-0.15143
instance_0017_153.png,153,True,right,True,-0.15472
instance_0017_154.png,154,True,right,True,-0.14692
instance_0017_155.png,155,True,right,True,-0.16106
instance_0017_156.png,156,True,right,True,-0.15362
instance_0017_157.png,157,True,right,True,-0.13157
instance_0017_158.png,158,True,right,True,-0.10811
instance_0017_159.png,159,True,right,True,-0.123
instance_0017_160.png,160,True,right,True,-0.14459
instance_0017_161.png,161,True,right,True,-0.11824
instance_0017_162.png,162,True,right,True,-0.1014
instance_0017_163.png,163,True,right,True,-0.07302
instance_0017_164.png,164,True,right,True,-0.07044
instance_0017_165.png,165,True,right,True,-0.07321
instance_0017_166.png,166,True,right,True,-0.09347
instance_0017_167.png,167,True,right,True,-0.10124
instance_0017_168.png,168,True,right,True,-0.09625
instance_0017_169.png,169,True,right,True,-0.0953
instance_0017_170.png,170,True,right,True,-0.11602
instance_0017_171.png,171,True,right,True,-0.12223
instance_0017_172.png,172,True,right,True,-0.12495
instance_0017_173.png,173,True,right,True,-0.10631
instance_0017_174.png,174,True,right,True,-0.08636
instance_0017_175.png,175,True,right,True,-0.09696
instance_0017_176.png,176,True,right,True,-0.13345
instance_0017_177.png,177,True,right,True,-0.16381
instance_0017_178.png,178,True,right,True,-0.15501
instance_0017_179.png,179,True,right,True,-0.14869
instance_0017_180.png,180,True,right,True,-0.17315
instance_0017_181.png,181,True,right,True,-0.21028
instance_0017_182.png,182,True,right,True,-0.18769
instance_0017_183.png,183,True,right,True,-0.19631
instance_0017_184.png,184,True,right,True,-0.19103
instance_0017_185.png,185,True,right,True,-0.17708
instance_0017_186.png,186,True,right,True,-0.17718
instance_0017_187.png,187,True,right,True,-0.19445
instance_0017_188.png,188,True,right,True,-0.19071
instance_0017_189.png,189,True,right,True,-0.19775
instance_0017_190.png,190,True,right,True,-0.19468
instance_0017_191.png,191,True,right,True,-0.19008
instance_0017_192.png,192,True,right,True,-0.19983
instance_0017_193.png,193,True,right,True,-0.20896
instance_0017_194.png,194,True,right,True,-0.21491
instance_0017_195.png,195,True,right,True,-0.16938
instance_0017_196.png,196,True,right,True,-0.18078
instance_0017_197.png,197,True,right,True,-0.17035
instance_0026_75.png,75,True,right,True,-0.13406
instance_0026_76.png,76,True,right,True,-0.12949
instance_0026_77.png,77,True,right,True,-0.12945
instance_0026_78.png,78,True,right,True,-0.12495
instance_0026_79.png,79,True,right,True,-0.13092
instance_0026_80.png,80,True,right,True,-0.13235
instance_0026_81.png,81,True,right,True,-0.13801
instance_0026_82.png,82,True,right,True,-0.13597
instance_0026_83.png,83,True,right,True,-0.13558
instance_0026_84.png,84,True,right,True,-0.13091
instance_0026_85.png,85,True,right,True,-0.13375
instance_0026_86.png,86,True,right,True,-0.1319
instance_0026_87.png,87,True,right,True,-0.13793
instance_0026_88.png,88,True,right,True,-0.13793
instance_0026_89.png,89,True,right,True,-0.14356
instance_0026_90.png,90,True,right,True,-0.14125
instance_0026_91.png,91,True,right,True,-0.1437
instance_0026_92.png,92,True,right,True,-0.1416
instance_0026_93.png,93,True,right,True,-0.14514
instance_0026_94.png,94,True,right,True,-0.1398
instance_0026_95.png,95,True,right,True,-0.14786
instance_0026_96.png,96,True,right,True,-0.1475
instance_0026_97.png,97,True,right,True,-0.15372
instance_0026_98.png,98,True,right,True,-0.14909
instance_0026_99.png,99,True,right,True,-0.14756
instance_0026_100.png,100,True,right,True,-0.14042
instance_0026_101.png,101,True,right,True,-0.14379
instance_0026_102.png,102,True,right,True,-0.13912
instance_0026_103.png,103,True,right,True,-0.14471
instance_0026_104.png,104,True,right,True,-0.14063
instance_0026_105.png,105,True,right,True,-0.14524
instance_0026_106.png,106,True,right,True,-0.13734
instance_0026_107.png,107,True,right,True,-0.13823
instance_0026_108.png,108,True,right,True,-0.13744
instance_0026_109.png,109,True,right,True,-0.14744
instance_0026_110.png,110,True,right,True,-0.142
instance_0026_111.png,111,True,right,True,-0.13965
instance_0026_112.png,112,True,right,True,-0.13225
instance_0026_113.png,113,True,right,True,-0.13472
instance_0026_114.png,114,True,right,True,-0.13324
instance_0026_115.png,115,True,right,True,-0.13948
instance_0026_116.png,116,True,right,True,-0.13551
instance_0026_117.png,117,True,right,True,-0.14073
instance_0026_118.png,118,True,right,True,-0.13776
instance_0026_119.png,119,True,right,True,-0.13332
instance_0026_120.png,120,True,right,True,-0.1242
instance_0026_121.png,121,True,right,True,-0.12776
instance_0026_122.png,122,True,right,True,-0.12172
instance_0026_123.png,123,True,right,True,-0.12434
instance_0026_124.png,124,True,right,True,-0.11989
instance_0026_125.png,125,True,right,True,-0.12236
instance_0026_126.png,126,True,right,True,-0.11767
instance_0026_127.png,127,True,right,True,-0.12229
instance_0026_128.png,128,True,right,True,-0.12021
instance_0026_129.png,129,True,right,True,-0.12278
instance_0026_130.png,130,True,right,True,-0.12104
instance_0026_131.png,131,True,right,True,-0.12433
instance_0026_132.png,132,True,right,True,-0.12166
instance_0026_133.png,133,True,right,True,-0.1265
instance_0026_134.png,134,True,right,True,-0.1231
instance_0026_135.png,135,True,right,True,-0.12021
instance_0026_136.png,136,True,right,True,-0.11211
instance_0026_137.png,137,True,right,True,-0.11322
instance_0026_138.png,138,True,right,True,-0.11152
instance_0026_139.png,139,True,right,True,-0.11772
instance_0026_140.png,140,True,right,True,-0.11179
instance_0026_141.png,141,True,right,True,-0.11215
instance_0026_142.png,142,True,right,True,-0.10925
instance_0026_143.png,143,True,right,True,-0.10461
instance_0026_144.png,144,True,right,True,-0.09572
instance_0026_145.png,145,True,right,True,-0.09721
instance_0026_146.png,146,True,right,True,-0.09869
instance_0026_147.png,147,True,right,True,-0.10341
instance_0026_148.png,148,True,right,True,-0.10294
instance_0026_149.png,149,True,right,True,-0.1062
instance_0026_150.png,150,True,right,True,-0.10518
instance_0026_151.png,151,True,right,True,-0.10937
instance_0026_152.png,152,True,right,True,-0.10856
instance_0026_153.png,153,True,right,True,-0.10961
instance_0026_154.png,154,True,right,True,-0.1156
instance_0026_155.png,155,True,right,True,-0.1139
instance_0026_156.png,156,True,right,True,-0.11229
instance_0026_157.png,157,True,right,True,-0.11633
instance_0026_158.png,158,True,right,True,-0.11694
instance_0026_159.png,159,True,right,True,-0.11924
instance_0026_160.png,160,True,right,True,-0.11591
instance_0026_161.png,161,True,right,True,-0.11401
instance_0026_162.png,162,True,right,True,-0.11311
instance_0026_163.png,163,True,right,True,-0.11338
instance_0026_164.png,164,True,right,True,-0.11829
instance_0026_165.png,165,True,right,True,-0.11416
instance_0026_166.png,166,True,right,True,-0.10796
instance_0026_167.png,167,True,right,True,-0.10971
instance_0026_168.png,168,True,right,True,-0.11071
instance_0026_169.png,169,True,right,True,-0.10699
instance_0026_170.png,170,True,right,True,-0.10934
instance_0026_171.png,171,True,right,True,-0.11083
instance_0026_172.png,172,True,right,True,-0.11139
instance_0026_173.png,173,True,right,True,-0.11417
instance_0026_174.png,174,True,right,True,-0.11596
instance_0026_175.png,175,True,right,True,-0.11656
instance_0026_176.png,176,True,right,True,-0.11179
instance_0026_177.png,177,True,right,True,-0.11277
instance_0026_178.png,178,True,right,True,-0.11415
instance_0026_179.png,179,True,right,True,-0.11581
instance_0026_180.png,180,True,right,True,-0.12267
instance_0026_181.png,181,True,right,True,-0.11976
instance_0026_182.png,182,True,right,True,-0.11902
instance_0026_183.png,183,True,right,True,-0.11495
instance_0026_184.png,184,True,right,True,-0.1167
instance_0026_185.png,185,True,right,True,-0.11418
instance_0026_186.png,186,True,right,True,-0.10922
instance_0026_187.png,187,True,right,True,-0.10202
instance_0026_188.png,188,True,right,True,-0.09946
instance_0026_189.png,189,True,right,True,-0.09712
instance_0026_190.png,190,True,right,True,-0.09234
instance_0026_191.png,191,True,right,True,-0.08558
instance_0026_192.png,192,True,right,True,-0.08662
instance_0026_193.png,193,True,right,True,-0.08345
instance_0026_194.png,194,True,right,True,-0.08778
instance_0026_195.png,195,True,right,True,-0.09325
instance_0026_196.png,196,True,right,True,-0.08658
instance_0026_197.png,197,True,right,True,-0.08998
instance_0014_75.png,75,True,right,True,-0.13928
instance_0014_76.png,76,True,right,True,-0.13908
instance_0014_77.png,77,True,right,True,-0.13897
instance_0014_78.png,78,True,right,True,-0.1371
instance_0014_79.png,79,True,right,True,-0.13475
instance_0014_80.png,80,True,right,True,-0.13329
instance_0014_81.png,81,True,right,True,-0.13417
instance_0014_82.png,82,True,right,True,-0.13425
instance_0014_83.png,83,True,right,True,-0.13648
instance_0014_84.png,84,True,right,True,-0.1375
instance_0014_85.png,85,True,right,True,-0.13965
instance_0014_86.png,86,True,right,True,-0.14037
instance_0014_87.png,87,True,right,True,-0.14025
instance_0014_88.png,88,True,right,True,-0.14129
instance_0014_89.png,89,True,right,True,-0.1427
instance_0014_90.png,90,True,right,True,-0.14358
instance_0014_91.png,91,True,right,True,-0.1436
instance_0014_92.png,92,True,right,True,-0.14304
instance_0014_93.png,93,True,right,True,-0.14308
instance_0014_94.png,94,True,right,True,-0.14466
instance_0014_95.png,95,True,right,True,-0.14544
instance_0014_96.png,96,True,right,True,-0.14415
instance_0014_97.png,97,True,right,True,-0.14305
instance_0014_98.png,98,True,right,True,-0.1443
instance_0014_99.png,99,True,right,True,-0.14353
instance_0014_100.png,100,True,right,True,-0.1436
instance_0014_101.png,101,True,right,True,-0.14201
instance_0014_102.png,102,True,right,True,-0.14186
instance_0014_103.png,103,True,right,True,-0.14301
instance_0014_104.png,104,True,right,True,-0.14312
instance_0014_105.png,105,True,right,True,-0.1432
instance_0014_106.png,106,True,right,True,-0.14568
instance_0014_107.png,107,True,right,True,-0.14926
instance_0014_108.png,108,True,right,True,-0.14876
instance_0014_109.png,109,True,right,True,-0.14637
instance_0014_110.png,110,True,right,True,-0.14775
instance_0014_111.png,111,True,right,True,-0.14514
instance_0014_112.png,112,True,right,True,-0.14542
instance_0014_113.png,113,True,right,True,-0.14873
instance_0014_114.png,114,True,right,True,-0.14426
instance_0014_115.png,115,True,right,True,-0.1356
instance_0014_116.png,116,True,right,True,-0.14629
instance_0014_117.png,117,True,right,True,-0.14255
instance_0014_118.png,118,True,right,True,-0.13446
instance_0014_119.png,119,True,right,True,-0.12861
instance_0014_120.png,120,True,right,True,-0.11693
instance_0014_121.png,121,True,right,True,-0.10986
instance_0014_122.png,122,True,right,True,-0.10648
instance_0014_123.png,123,True,right,True,-0.10968
instance_0014_124.png,124,True,right,True,-0.12694
instance_0014_125.png,125,True,right,True,-0.13873
instance_0014_126.png,126,True,right,True,-0.15109
instance_0014_127.png,127,True,right,True,-0.15826
instance_0014_128.png,128,True,right,True,-0.16663
instance_0014_129.png,129,True,right,True,-0.16584
instance_0014_130.png,130,True,right,True,-0.16584
instance_0014_131.png,131,True,right,True,-0.16432
instance_0014_132.png,132,True,right,True,-0.16656
instance_0014_133.png,133,True,right,True,-0.1573
instance_0014_134.png,134,True,right,True,-0.14824
instance_0014_135.png,135,True,right,True,-0.14334
instance_0014_136.png,136,True,right,True,-0.13932
instance_0014_137.png,137,True,right,True,-0.12623
instance_0014_138.png,138,True,right,True,-0.11452
instance_0014_139.png,139,True,right,True,-0.11639
instance_0014_140.png,140,True,right,True,-0.11255
instance_0014_141.png,141,True,right,True,-0.11928
instance_0014_142.png,142,True,right,True,-0.12653
instance_0014_143.png,143,True,right,True,-0.12994
instance_0014_144.png,144,True,right,True,-0.12672
instance_0014_145.png,145,True,right,True,-0.12591
instance_0014_146.png,146,True,right,True,-0.13182
instance_0014_147.png,147,True,right,True,-0.12938
instance_0014_148.png,148,True,right,True,-0.13403
instance_0014_149.png,149,True,right,True,-0.12935
instance_0014_150.png,150,True,right,True,-0.12442
instance_0014_151.png,151,True,right,True,-0.13328
instance_0014_152.png,152,True,right,True,-0.13663
instance_0014_153.png,153,True,right,True,-0.13872
instance_0014_154.png,154,True,right,True,-0.13793
instance_0014_155.png,155,True,right,True,-0.13355
instance_0014_156.png,156,True,right,True,-0.13977
instance_0014_157.png,157,True,right,True,-0.14639
instance_0014_158.png,158,True,right,True,-0.15067
instance_0014_159.png,159,True,right,True,-0.15722
instance_0014_160.png,160,True,right,True,-0.15767
instance_0014_161.png,161,True,right,True,-0.15107
instance_0014_162.png,162,True,right,True,-0.13752
instance_0014_163.png,163,True,right,True,-0.13586
instance_0014_164.png,164,True,right,True,-0.12986
instance_0014_165.png,165,True,right,True,-0.13121
instance_0014_166.png,166,True,right,True,-0.12444
instance_0014_167.png,167,True,right,True,-0.12431
instance_0014_168.png,168,True,right,True,-0.12205
instance_0014_169.png,169,True,right,True,-0.11641
instance_0014_170.png,170,True,right,True,-0.12163
instance_0014_171.png,171,True,right,True,-0.12155
instance_0014_172.png,172,True,right,True,-0.11593
instance_0014_173.png,173,True,right,True,-0.12109
instance_0014_174.png,174,True,right,True,-0.11681
instance_0014_175.png,175,True,right,True,-0.11992
instance_0014_176.png,176,True,right,True,-0.12473
instance_0014_177.png,177,True,right,True,-0.12669
instance_0014_178.png,178,True,right,True,-0.1302
instance_0014_179.png,179,True,right,True,-0.1256
instance_0014_180.png,180,True,right,True,-0.12685
instance_0014_181.png,181,True,right,True,-0.12605
instance_0014_182.png,182,True,right,True,-0.12779
instance_0014_183.png,183,True,right,True,-0.12794
instance_0014_184.png,184,True,right,True,-0.12804
instance_0014_185.png,185,True,right,True,-0.12849
instance_0014_186.png,186,True,right,True,-0.12988
instance_0014_187.png,187,True,right,True,-0.13417
instance_0014_188.png,188,True,right,True,-0.13274
instance_0014_189.png,189,True,right,True,-0.13049
instance_0014_190.png,190,True,right,True,-0.13218
instance_0014_191.png,191,True,right,True,-0.13123
instance_0014_192.png,192,True,right,True,-0.12932
instance_0014_193.png,193,True,right,True,-0.12974
instance_0014_194.png,194,True,right,True,-0.12946
instance_0014_195.png,195,True,right,True,-0.13032
instance_0014_196.png,196,True,right,True,-0.13247
instance_0014_197.png,197,True,right,True,-0.13129
instance_0007_75.png,75,True,right,True,0.47692
instance_0007_76.png,76,True,right,True,0.44169
instance_0007_77.png,77,True,right,True,0.48147
instance_0007_78.png,78,True,right,True,0.44106
instance_0007_79.png,79,True,right,True,0.43991
instance_0007_80.png,80,True,right,True,0.42176
instance_0007_81.png,81,True,right,True,0.46312
instance_0007_82.png,82,True,right,True,0.4498
instance_0007_83.png,83,True,right,True,0.46896
instance_0007_84.png,84,True,right,True,0.45491
instance_0007_85.png,85,True,right,True,0.5025
instance_0007_86.png,86,True,right,True,0.51098
instance_0007_87.png,87,True,right,True,0.56569
instance_0007_88.png,88,True,right,True,0.52413
instance_0007_89.png,89,True,right,True,0.61144
instance_0007_90.png,90,True,right,True,0.56319
instance_0007_91.png,91,True,right,True,0.57561
instance_0007_92.png,92,True,right,True,0.48467
instance_0007_93.png,93,True,right,True,0.49727
instance_0007_94.png,94,True,right,True,0.42595
instance_0007_95.png,95,True,right,True,0.47962
instance_0007_96.png,96,True,right,True,0.47291
instance_0007_97.png,97,True,right,True,0.52628
instance_0007_98.png,98,True,right,True,0.50588
instance_0007_99.png,99,True,right,True,0.56799
instance_0007_100.png,100,True,right,True,0.54341
instance_0007_101.png,101,True,right,True,0.61968
instance_0007_102.png,102,True,right,True,0.55127
instance_0007_103.png,103,True,right,True,0.52689
instance_0007_104.png,104,True,right,True,0.44305
instance_0007_105.png,105,True,right,True,0.50594
instance_0007_106.png,106,True,right,True,0.51555
instance_0007_107.png,107,True,right,True,0.56569
instance_0007_108.png,108,True,right,True,0.53579
instance_0007_109.png,109,True,right,True,0.58324
instance_0007_110.png,110,True,right,True,0.56858
instance_0007_111.png,111,True,right,True,0.54753
instance_0007_112.png,112,True,right,True,0.4692
instance_0007_113.png,113,True,right,True,0.4636
instance_0007_114.png,114,True,right,True,0.42082
instance_0007_115.png,115,True,right,True,0.46209
instance_0007_116.png,116,True,right,True,0.45949
instance_0007_117.png,117,True,right,True,0.51213
instance_0007_118.png,118,True,right,True,0.48727
instance_0007_119.png,119,True,right,True,0.59727
instance_0007_120.png,120,True,right,True,0.62923
instance_0007_121.png,121,True,right,True,0.61214
instance_0007_122.png,122,True,right,True,0.59775
instance_0007_123.png,123,True,right,True,0.51921
instance_0007_124.png,124,True,right,True,0.52909
instance_0007_125.png,125,True,right,True,0.51066
instance_0007_126.png,126,True,right,True,0.52715
instance_0007_127.png,127,True,right,True,0.51706
instance_0007_128.png,128,True,right,True,0.54775
instance_0007_129.png,129,True,right,True,0.53652
instance_0007_130.png,130,True,right,True,0.48491
instance_0007_131.png,131,True,right,True,0.48227
instance_0007_132.png,132,True,right,True,0.41734
instance_0007_133.png,133,True,right,True,0.37198
instance_0007_134.png,134,True,right,True,0.43013
instance_0007_135.png,135,True,right,True,0.37236
instance_0007_136.png,136,True,right,True,0.26576
instance_0007_137.png,137,True,right,True,0.30473
instance_0007_138.png,138,True,right,True,0.33471
instance_0007_139.png,139,True,right,True,0.3641
instance_0007_140.png,140,True,right,True,0.32302
instance_0007_141.png,141,True,right,True,0.25887
instance_0007_142.png,142,True,right,True,0.35839
instance_0007_143.png,143,True,right,True,0.2609
instance_0007_144.png,144,True,right,True,0.24405
instance_0007_145.png,145,True,right,True,0.21422
instance_0007_146.png,146,True,right,True,0.27147
instance_0007_147.png,147,True,right,True,0.17744
instance_0007_148.png,148,True,right,True,0.21746
instance_0007_149.png,149,True,right,True,0.16932
instance_0007_150.png,150,True,right,True,0.15386
instance_0007_151.png,151,True,right,True,0.10321
instance_0007_152.png,152,True,right,True,0.10634
instance_0007_153.png,153,True,right,True,0.06204
instance_0007_154.png,154,True,right,True,-0.01434
instance_0007_155.png,155,True,right,True,-0.04283
instance_0007_156.png,156,True,right,True,-0.05694
instance_0007_157.png,157,True,right,True,-0.06135
instance_0007_158.png,158,True,right,True,-0.06465
instance_0007_159.png,159,True,right,True,-0.04051
instance_0007_160.png,160,True,right,True,-0.08624
instance_0007_161.png,161,True,right,True,-0.10938
instance_0007_162.png,162,True,right,True,-0.08783
instance_0007_163.png,163,True,right,True,-0.15312
instance_0007_164.png,164,True,right,True,-0.19119
instance_0007_165.png,165,True,right,True,-0.19394
instance_0007_166.png,166,True,right,True,-0.20341
instance_0007_167.png,167,True,right,True,-0.21689
instance_0007_168.png,168,True,right,True,-0.21882
instance_0007_169.png,169,True,right,True,-0.22625
instance_0007_170.png,170,True,right,True,-0.2191
instance_0007_171.png,171,True,right,True,-0.22274
instance_0007_172.png,172,True,right,True,-0.20501
instance_0007_173.png,173,True,right,True,-0.20355
instance_0007_174.png,174,True,right,True,-0.20247
instance_0007_175.png,175,True,right,True,-0.20542
instance_0007_176.png,176,True,right,True,-0.20289
instance_0007_177.png,177,True,right,True,-0.20207
instance_0007_178.png,178,True,right,True,-0.19933
instance_0007_179.png,179,True,right,True,-0.19777
instance_0007_180.png,180,True,right,True,-0.19979
instance_0007_181.png,181,True,right,True,-0.19002
instance_0007_182.png,182,True,right,True,-0.19084
instance_0007_183.png,183,True,right,True,-0.17852
instance_0007_184.png,184,True,right,True,-0.17373
instance_0007_185.png,185,True,right,True,-0.17645
instance_0007_186.png,186,True,right,True,-0.16819
instance_0007_187.png,187,True,right,True,-0.14769
instance_0007_188.png,188,True,right,True,-0.13868
instance_0007_189.png,189,True,right,True,-0.13663
instance_0007_190.png,190,True,right,True,-0.12153
instance_0007_191.png,191,True,right,True,-0.10751
instance_0007_192.png,192,True,right,True,-0.0608
instance_0007_193.png,193,True,right,True,0.01538
instance_0007_194.png,194,True,right,True,0.0833
instance_0007_195.png,195,True,right,True,-0.11807
instance_0007_196.png,196,True,right,True,-0.08631
instance_0007_197.png,197,True,right,True,-0.11686
instance_0006_75.png,75,True,right,True,-0.05267
instance_0006_76.png,76,True,right,True,-0.05143
instance_0006_77.png,77,True,right,True,-0.04916
instance_0006_78.png,78,True,right,True,-0.04799
instance_0006_79.png,79,True,right,True,-0.04918
instance_0006_80.png,80,True,right,True,-0.04871
instance_0006_81.png,81,True,right,True,-0.05027
instance_0006_82.png,82,True,right,True,-0.05117
instance_0006_83.png,83,True,right,True,-0.05316
instance_0006_84.png,84,True,right,True,-0.0517
instance_0006_85.png,85,True,right,True,-0.05582
instance_0006_86.png,86,True,right,True,-0.0578
instance_0006_87.png,87,True,right,True,-0.06089
instance_0006_88.png,88,True,right,True,-0.05954
instance_0006_89.png,89,True,right,True,-0.0629
instance_0006_90.png,90,True,right,True,-0.0664
instance_0006_91.png,91,True,right,True,-0.06589
instance_0006_92.png,92,True,right,True,-0.06799
instance_0006_93.png,93,True,right,True,-0.06779
instance_0006_94.png,94,True,right,True,-0.06808
instance_0006_95.png,95,True,right,True,-0.0706
instance_0006_96.png,96,True,right,True,-0.07046
instance_0006_97.png,97,True,right,True,-0.07063
instance_0006_98.png,98,True,right,True,-0.07004
instance_0006_99.png,99,True,right,True,-0.07248
instance_0006_100.png,100,True,right,True,-0.07175
instance_0006_101.png,101,True,right,True,-0.07444
instance_0006_102.png,102,True,right,True,-0.07147
instance_0006_103.png,103,True,right,True,-0.07119
instance_0006_104.png,104,True,right,True,-0.0723
instance_0006_105.png,105,True,right,True,-0.07736
instance_0006_106.png,106,True,right,True,-0.07633
instance_0006_107.png,107,True,right,True,-0.07446
instance_0006_108.png,108,True,right,True,-0.07383
instance_0006_109.png,109,True,right,True,-0.07534
instance_0006_110.png,110,True,right,True,-0.07401
instance_0006_111.png,111,True,right,True,-0.07416
instance_0006_112.png,112,True,right,True,-0.07388
instance_0006_113.png,113,True,right,True,-0.07314
instance_0006_114.png,114,True,right,True,-0.07147
instance_0006_115.png,115,True,right,True,-0.07166
instance_0006_116.png,116,True,right,True,-0.07056
instance_0006_117.png,117,True,right,True,-0.06825
instance_0006_118.png,118,True,right,True,-0.06625
instance_0006_119.png,119,True,right,True,-0.06559
instance_0006_120.png,120,True,right,True,-0.06346
instance_0006_121.png,121,True,right,True,-0.0633
instance_0006_122.png,122,True,right,True,-0.06229
instance_0006_123.png,123,True,right,True,-0.062
instance_0006_124.png,124,True,right,True,-0.05773
instance_0006_125.png,125,True,right,True,-0.0599
instance_0006_126.png,126,True,right,True,-0.06325
instance_0006_127.png,127,True,right,True,-0.06802
instance_0006_128.png,128,True,right,True,-0.06878
instance_0006_129.png,129,True,right,True,-0.07097
instance_0006_130.png,130,True,right,True,-0.07442
instance_0006_131.png,131,True,right,True,-0.07851
instance_0006_132.png,132,True,right,True,-0.07829
instance_0006_133.png,133,True,right,True,-0.07815
instance_0006_134.png,134,True,right,True,-0.07814
instance_0006_135.png,135,True,right,True,-0.07989
instance_0006_136.png,136,True,right,True,-0.07923
instance_0006_137.png,137,True,right,True,-0.08122
instance_0006_138.png,138,True,right,True,-0.07738
instance_0006_139.png,139,True,right,True,-0.07829
instance_0006_140.png,140,True,right,True,-0.0771
instance_0006_141.png,141,True,right,True,-0.07775
instance_0006_142.png,142,True,right,True,-0.07692
instance_0006_143.png,143,True,right,True,-0.07389
instance_0006_144.png,144,True,right,True,-0.07146
instance_0006_145.png,145,True,right,True,-0.0734
instance_0006_146.png,146,True,right,True,-0.06942
instance_0006_147.png,147,True,right,True,-0.0617
instance_0006_148.png,148,True,right,True,-0.06005
instance_0006_149.png,149,True,right,True,-0.0536
instance_0006_150.png,150,True,right,True,-0.05228
instance_0006_151.png,151,True,right,True,-0.04839
instance_0006_152.png,152,True,right,True,-0.05003
instance_0006_153.png,153,True,right,True,-0.05456
instance_0006_154.png,154,True,right,True,-0.05332
instance_0006_155.png,155,True,right,True,-0.05798
instance_0006_156.png,156,True,right,True,-0.05848
instance_0006_157.png,157,True,right,True,-0.05962
instance_0006_158.png,158,True,right,True,-0.06208
instance_0006_159.png,159,True,right,True,-0.06393
instance_0006_160.png,160,True,right,True,-0.06709
instance_0006_161.png,161,True,right,True,-0.06536
instance_0006_162.png,162,True,right,True,-0.0667
instance_0006_163.png,163,True,right,True,-0.0677
instance_0006_164.png,164,True,right,True,-0.06525
instance_0006_165.png,165,True,right,True,-0.06423
instance_0006_166.png,166,True,right,True,-0.06273
instance_0006_167.png,167,True,right,True,-0.06329
